Date,Close/Last,Volume,Open,High,Low,Day
09/25/2024,570.04,38428590,571.14,571.89,568.91,102
09/24/2024,571.3,46805670,570.48,571.36,567.6,103
09/23/2024,569.67,44116920,569.34,570.3325,568.1,104
09/20/2024,568.25,77503110,567.84,569.31,565.17,105
09/19/2024,570.98,75315470,571.01,572.88,568.08,106
09/18/2024,561.4,59044940,563.74,568.69,560.83,107
09/17/2024,563.07,49320970,565.1,566.58,560.795,108
09/16/2024,562.84,36656120,561.74,563.11,559.9,109
09/13/2024,562.01,39310500,559.71,563.03,559.45,110
09/12/2024,559.09,51892740,555.01,559.4,552.74,111
09/11/2024,554.42,75248610,548.7,555.36,539.96,112
09/10/2024,548.79,36394580,548.36,549.15,543.38,113
09/09/2024,546.41,40445820,544.65,547.71,542.68,114
09/06/2024,540.36,68493810,549.94,551.6,539.44,115
09/05/2024,549.61,44264260,550.89,553.7995,547.1,116
09/04/2024,550.95,47224940,550.2,554.43,549.46,117
09/03/2024,552.08,60600110,560.47,560.81,549.51,118
08/30/2024,563.68,62700110,560.77,564.2,557.14,119
08/29/2024,558.35,38715180,560.31,563.68,557.18,120
08/28/2024,558.3,41066020,561.21,561.65,555.04,121
08/27/2024,561.56,32693900,559.49,562.06,558.32,122
08/26/2024,560.79,35788610,563.18,563.91,559.05,123
08/23/2024,562.13,50639390,559.53,563.09,557.29,124
08/22/2024,556.22,56121460,562.56,563.18,554.98,125
08/21/2024,560.62,41514600,559.77,562.11,554.73,126
08/20/2024,558.7,33732260,559.15,560.84,557.325,127
08/19/2024,559.61,39121790,554.73,559.61,553.86,128
08/16/2024,554.31,44430730,551.42,555.02,551.26,129
08/15/2024,553.07,60846810,549.5,553.36,548.88,130
08/14/2024,543.75,42446930,542.85,544.96,540.12,131
08/13/2024,542.04,52333070,536.53,542.28,536.28,132
08/12/2024,533.27,42542070,534.21,535.73,530.95,133
08/09/2024,532.99,45619560,529.81,534.51,528.56,134
08/08/2024,530.65,63276590,523.91,531.29,521.84,135
08/07/2024,518.66,70698340,528.47,531.59,518.0519,136
08/06/2024,522.15,84826310,519.22,529.75,517.87,137
08/05/2024,517.38,146267400,511.64,523.58,510.27,138
08/02/2024,532.9,82789070,535.75,536.99,528.6,139
08/01/2024,543.01,76428730,552.57,554.8688,539.43,140
07/31/2024,550.81,65663390,548.98,553.5,547.5799,141
07/30/2024,542,46853630,546.26,547.34,538.515,142
07/29/2024,544.76,39515820,546.02,547.05,542.72,143
07/26/2024,544.44,53763790,542.28,547.19,541.49,144
07/25/2024,538.41,61158290,541.35,547.455,537.45,145
07/24/2024,541.23,74515270,548.86,549.17,540.29,146
07/23/2024,553.78,34439560,554.54,556.735,553.275,147
07/22/2024,554.65,43346720,553,555.27,551.02,148
07/19/2024,548.99,65509080,552.42,554.08,547.91,149
07/18/2024,552.66,56270390,558.51,559.52,550.43,150
07/17/2024,556.94,57118960,558.8,560.51,556.61,151
07/16/2024,564.86,36475260,562.865,565.16,562.1,152
07/15/2024,561.53,40584290,562.03,564.8371,559.63,153
07/12/2024,559.99,53084410,557.63,563.67,557.15,154
07/11/2024,556.48,53054180,561.44,562.33,555.83,155
07/10/2024,561.32,38701220,557.07,561.67,556.77,156
07/09/2024,555.82,27314130,556.26,557.18,555.52,157
07/08/2024,555.28,36110450,555.44,556.2501,554.19,158
07/05/2024,554.64,41488390,551.77,555.05,551.12,159
07/03/2024,551.46,32789910,548.69,551.83,548.65,160
07/02/2024,549.01,40434790,543.7,549.01,543.65,161
07/01/2024,545.34,40297810,545.63,545.88,542.52,162
06/28/2024,544.22,76144540,547.16,550.28,542.95,163
06/27/2024,546.37,35041480,545.37,546.96,544.61,164
06/26/2024,545.51,38550640,543.69,546.24,543.03,165
06/25/2024,544.83,38273350,543.99,545.2,542.44,166
06/24/2024,542.74,45528650,544.33,546.95,542.62,167
06/21/2024,544.51,64513860,544.4,545.65,543.02,168
06/20/2024,547,70328230,549.44,550.12,545.18,169
06/18/2024,548.49,41376420,547.16,548.62,546.73,170
06/17/2024,547.1,55839460,542.08,548.53,541.6072,171
06/14/2024,542.78,40089900,540.88,542.81,539.85,172
06/13/2024,542.45,44760950,543.15,543.325,539.59,173
06/12/2024,541.36,63251310,541.63,544.12,540.3,174
06/11/2024,536.95,36383410,534.07,537.01,532.05,175
06/10/2024,535.66,35729250,533.18,535.99,532.57,176
06/07/2024,534.01,43224530,533.66,536.89,532.535,177
06/06/2024,534.66,30808530,534.98,535.42,532.68,178
06/05/2024,534.67,47610370,530.77,534.69,528.7254,179
06/04/2024,528.39,34632660,526.46,529.15,524.96,180
06/03/2024,527.8,46835700,529.02,529.31,522.6,181
05/31/2024,527.37,90785760,523.59,527.5,518.36,182
05/30/2024,522.61,46468510,524.52,525.2,521.33,183
05/29/2024,526.1,45190320,525.68,527.31,525.37,184
05/28/2024,529.81,36269600,530.27,530.51,527.11,185
05/24/2024,529.44,41291080,527.85,530.27,526.881,186
05/23/2024,525.96,57211200,532.96,533.07,524.72,187
05/22/2024,529.83,48389970,530.65,531.38,527.6,188
05/21/2024,531.36,33437000,529.28,531.52,529.07,189
05/20/2024,530.06,37764210,529.57,531.5601,529.17,190
05/17/2024,529.45,59187590,528.81,529.52,527.32,191
05/16/2024,528.69,50244830,529.88,531.5218,528.54,192
05/15/2024,529.78,59504900,525.83,530.08,525.18,193
05/14/2024,523.3,57535870,521.11,523.83,520.56,194
05/13/2024,520.91,36716360,522.56,522.67,519.74,195
05/10/2024,520.84,52233170,521.81,522.635,519.59,196
05/09/2024,520.17,43643670,517.38,520.2074,516.705,197
05/08/2024,517.19,42047210,515.26,517.74,515.14,198
05/07/2024,517.14,52561300,517.56,518.57,516.45,199
05/06/2024,516.57,47264700,513.75,516.61,513.3,200
05/03/2024,511.29,72756710,511.16,512.55,508.56,201
05/02/2024,505.03,62550180,504.15,505.89,499.55,202
05/01/2024,500.35,80242840,501.38,508.19,499.865,203
04/30/2024,501.98,77483570,508.56,509.56,501.98,204
04/29/2024,510.06,46415450,510.09,510.75,507.25,205
04/26/2024,508.26,64306120,506.35,509.88,505.7,206
04/25/2024,503.49,69122370,499.18,504.27,497.49,207
04/24/2024,505.41,55928080,506.56,507.37,503.13,208
04/23/2024,505.65,64633620,501.78,506.09,499.5328,209
04/22/2024,499.72,67961050,497.83,502.38,495.43,210
04/19/2024,495.16,102212600,499.44,500.455,493.86,211
04/18/2024,499.52,74548090,501.98,504.13,498.56,212
04/17/2024,500.55,75910310,506.05,506.22,499.12,213
04/16/2024,503.53,73484020,504.94,506.5,502.21,214
04/15/2024,504.45,92101450,515.13,515.3,503.58,215
04/12/2024,510.85,92561090,514.37,515.815,509.08,216
04/11/2024,518,70099010,515.68,519.48,512.08,217
04/10/2024,514.12,82652810,513.48,516.16,512.09,218
04/09/2024,519.32,68124390,520.5,520.75,514.35,219
04/08/2024,518.72,48401750,519.15,520.18,517.89,220
04/05/2024,518.43,74546480,514.46,520.44,514.01,221
04/04/2024,513.07,96858070,523.52,523.8674,512.755,222
04/03/2024,519.41,59155760,517.72,520.95,517.665,223
04/02/2024,518.84,74230310,518.24,518.98,516.48,224
04/01/2024,522.16,62477540,523.83,524.38,520.97,225
03/28/2024,523.07,96294890,523.21,524.61,522.78,226
03/27/2024,523.17,82999780,521.71,523.21,519.485,227
03/26/2024,518.81,65463740,521.23,521.58,518.4,228
03/25/2024,519.77,48512110,519.8,520.95,519.61,229
03/22/2024,521.21,79070840,522.11,522.605,520.97,230
03/21/2024,522.2,60256110,523.39,524.11,521.91,231
03/20/2024,520.48,69594570,515.77,520.62,515.08,232
03/19/2024,515.71,60755260,512.15,515.995,511.12,233
03/18/2024,512.86,88893330,514,515.48,512.44,234
03/15/2024,509.83,107646300,510.21,511.7,508.122,235
03/14/2024,514.95,110171800,516.97,517.125,511.82,236
03/13/2024,515.97,55104090,517.11,517.29,514.49,237
03/12/2024,516.78,73114440,513.45,517.38,510.86,238
03/11/2024,511.28,62557180,510.48,511.88,508.5,239
03/08/2024,511.72,86532540,515.46,518.2201,511.13,240
03/07/2024,514.81,58652090,513.14,515.89,509.8053,241
03/06/2024,509.75,68382370,510.55,512.069,508.42,242
03/05/2024,507.18,72855620,510.24,510.7,504.91,243
03/04/2024,512.3,49799260,512.03,514.2,512,244
03/01/2024,512.85,76844840,508.98,513.29,508.56,245
02/29/2024,508.08,83924800,508.07,509.74,505.35,246
02/28/2024,506.26,56506630,505.33,506.855,504.96,247
02/27/2024,506.93,48854530,506.7,507.16,504.75,248
02/26/2024,505.99,50386740,508.3,508.75,505.86,249
02/23/2024,507.85,61321820,509.27,510.13,507.1,250
02/22/2024,507.5,76402540,504.01,508.49,503.02,251
02/21/2024,497.21,59603770,495.42,497.37,493.56,252
02/20/2024,496.76,71736740,497.72,498.41,494.45,253
02/16/2024,499.51,75532930,501.7,502.87,498.75,254
02/15/2024,502.01,61682960,499.29,502.2,498.795,255
02/14/2024,498.57,68387830,496.79,499.07,494.4,256
02/13/2024,494.08,113099200,494.53,497.09,490.715,257
02/12/2024,500.98,56502280,501.17,503.5,500.24,258
02/09/2024,501.2,63979380,498.84,501.65,498.49,259
02/08/2024,498.32,52343640,498.1,498.71,497.26,260
02/07/2024,498.1,70556510,496.29,498.53,495.36,261
02/06/2024,493.98,55918600,493.52,494.32,492.05,262
02/05/2024,492.55,75757100,493.695,494.3778,490.23,263
02/02/2024,494.35,99228190,489.65,496.05,489.3,264
02/01/2024,489.2,91891640,484.63,489.23,483.8,265
01/31/2024,482.88,126011100,488.62,489.0813,482.86,266
01/30/2024,490.89,58618390,490.56,491.62,490.11,267
01/29/2024,491.27,61322750,487.73,491.415,487.17,268
01/26/2024,487.41,76641610,487.59,489.12,486.54,269
01/25/2024,488.03,72524990,487.575,488.305,485.39,270
01/24/2024,485.39,81765040,487.81,488.77,484.8819,271
01/23/2024,484.86,49945300,484.01,485.105,482.89,272
01/22/2024,483.45,75844930,484.01,485.22,482.78,273
01/19/2024,482.43,110834500,477.65,482.72,476.5374,274
01/18/2024,476.49,91856250,474.01,477.06,472.42,275
01/17/2024,472.29,68843870,471.82,472.79,469.87,276
01/16/2024,474.93,85014870,475.26,476.6098,473.06,277
01/12/2024,476.68,58026420,477.84,478.6,475.23,278
01/11/2024,476.35,77940720,477.59,478.12,472.26,279
01/10/2024,476.56,67310640,474.16,477.4481,473.87,280
01/09/2024,473.88,65931440,471.87,474.93,471.35,281
01/08/2024,474.6,74879070,468.43,474.75,468.3,282
01/05/2024,467.92,86118910,467.49,470.44,466.43,283
01/04/2024,467.28,84232170,468.3,470.96,467.05,284
01/03/2024,468.79,103585900,470.43,471.19,468.17,285
01/02/2024,472.65,123007800,472.16,473.67,470.49,286
12/29/2023,475.31,122283100,476.49,477.03,473.3,287
12/28/2023,476.69,77158120,476.88,477.55,476.26,288
12/27/2023,476.51,68000310,475.44,476.66,474.89,289
12/26/2023,475.65,55386950,474.07,476.58,473.99,290
12/22/2023,473.65,67160420,473.86,475.38,471.7,291
12/21/2023,472.7,86667470,471.33,472.975,468.84,292
12/20/2023,468.26,102921000,473.96,475.895,467.82,293
12/19/2023,474.84,55761810,472.53,474.92,472.45,294
12/18/2023,471.97,70375290,470.98,472.98,469.8929,295
12/15/2023,469.33,141553700,469.49,470.7,467.4263,296
12/14/2023,472.01,119026000,472.5,473.73,469.25,297
12/13/2023,470.5,93277960,464.49,470.7599,464.12,298
12/12/2023,464.1,68327620,461.63,464.2,460.6,299
12/11/2023,461.99,65002250,459.69,462.17,459.47,300
12/08/2023,460.2,83194400,457.46,460.745,457.21,301
12/07/2023,458.23,66995450,456.91,458.9,456.29,302
12/06/2023,454.76,69124690,458.81,458.84,454.31,303
12/05/2023,456.6,69793470,455.26,457.59,454.87,304
12/04/2023,456.69,72430890,455.6,459.1206,454.34,305
12/01/2023,459.1,89183400,455.77,459.65,455.16,306
11/30/2023,456.4,79752700,455.48,456.76,453.34,307
11/29/2023,454.61,63145990,457.15,458.32,454.2,308
11/28/2023,454.93,62115010,454.08,456.27,453.5,309
11/27/2023,454.48,50505990,454.65,455.4901,454.0799,310
11/24/2023,455.3,29737380,455.07,455.5,454.73,311
11/22/2023,455.02,59446570,454.98,456.38,453.8895,312
11/21/2023,453.27,49244640,453.1842,454.131,451.9599,313
11/20/2023,454.26,70055630,450.53,455.125,450.52,314
11/17/2023,450.79,83193900,450.24,451.42,449.29,315
11/16/2023,450.23,66665800,449.22,450.56,448.12,316
11/15/2023,449.68,77327570,450.11,451.38,448.8,317
11/14/2023,448.73,97176940,446.32,450.06,446.09,318
11/13/2023,440.19,52236070,439.23,441.33,438.42,319
11/10/2023,440.61,89558050,435.98,440.93,433.8335,320
11/09/2023,433.84,83174420,438.43,438.47,433.4,321
11/08/2023,437.25,61746030,437.55,438.09,434.87,322
11/07/2023,436.93,64256110,435.69,437.585,434.51,323
11/06/2023,435.69,67831660,435.47,436.1498,433.68,324
11/03/2023,434.69,100167800,433.14,436.29,433.01,325
11/02/2023,430.76,94938910,426.58,430.915,426.56,326
11/01/2023,422.66,98068120,419.2,423.5,418.6499,327
10/31/2023,418.2,79665150,416.18,418.53,414.21,328
10/30/2023,415.59,86562680,413.56,416.68,412.22,329
10/27/2023,410.68,107367700,414.19,414.6,409.21,330
10/26/2023,412.55,115156800,416.45,417.325,411.6,331
10/25/2023,417.55,94223200,421.89,421.92,417.015,332
10/24/2023,423.63,78564240,422.65,424.82,420.74,333
10/23/2023,420.46,92035100,419.61,424.45,417.8,334
10/20/2023,421.19,123919900,425.98,426.54,421.08,335
10/19/2023,426.43,121323000,430.95,432.82,425.725,336
10/18/2023,430.21,93559800,434.19,435.18,429.09,337
10/17/2023,436.02,75324710,432.81,438.14,432.45,338
10/16/2023,436.04,75433190,433.82,437.14,433.57,339
10/13/2023,431.5,95201130,435.21,436.45,429.88,340
10/12/2023,433.66,81154230,436.95,437.335,431.23,341
10/11/2023,436.32,62451740,435.64,436.58,433.18,342
10/10/2023,434.54,78607270,432.94,437.22,432.53,343
10/09/2023,432.29,80374360,427.58,432.88,427.0101,344
10/06/2023,429.54,113273300,421.97,431.125,420.6,345
10/05/2023,424.5,70142740,424.36,425.37,421.1701,346
10/04/2023,424.66,87452970,422.07,425.4299,420.56,347
10/03/2023,421.59,103760600,425.06,427.3729,420.18,348
10/02/2023,427.31,83798600,426.62,428.6,424.46,349
09/29/2023,427.48,115111300,431.67,431.85,425.91,350
09/28/2023,428.52,92258310,425.48,430.2499,424.87,351
09/27/2023,426.05,104705800,427.09,427.67,422.29,352
09/26/2023,425.88,96168440,429.09,429.82,425.02,353
09/25/2023,432.23,70874530,429.17,432.27,428.72,354
09/22/2023,430.42,100829700,432.45,434.1,429.99,355
09/21/2023,431.39,104095800,435.7,435.97,431.23,356
09/20/2023,438.64,82562600,444.01,444.435,438.43,357
09/19/2023,442.71,66514650,442.68,443.29,439.94,358
09/18/2023,443.63,55752210,443.05,444.97,442.56,359
09/15/2023,443.37,111848900,447.14,447.48,442.92,360
09/14/2023,450.36,83430810,449.07,451.08,447.715,361
09/13/2023,446.51,60199270,446.22,447.71,445.0793,362
09/12/2023,445.99,67565420,446.95,448.53,445.39,363
09/11/2023,448.45,60180120,448.24,448.77,446.4699,364
09/08/2023,445.52,62068440,444.9,447.11,444.53,365
09/07/2023,444.85,70355430,443.11,445.55,442.75,366
09/06/2023,446.22,70758510,448.4,448.51,443.81,367
09/05/2023,449.24,55166210,450.73,451.06,449.17,368
09/01/2023,451.19,58944100,453.17,453.67,449.68,369
08/31/2023,450.35,66084560,451.65,452.83,450.16,370
08/30/2023,451.01,69053910,449.51,451.67,448.78,371
08/29/2023,449.16,83081920,442.65,449.45,442.46,372
08/28/2023,442.76,61595390,442.24,443.4,439.9728,373
08/25/2023,439.97,102325100,438.68,441.3,435,374
08/24/2023,436.89,88517270,444.69,445.22,436.855,375
08/23/2023,443.03,68441020,439.25,443.67,439.1,376
08/22/2023,438.15,65062860,441.18,441.18,437.57,377
08/21/2023,439.34,68718960,437.55,440.11,435.32,378
08/18/2023,436.5,98851960,433.37,437.57,433.01,379
08/17/2023,436.29,95711320,441.16,441.43,435.75,380
08/16/2023,439.64,80107210,442.46,444.18,439.53,381
08/15/2023,442.89,75707530,446.27,446.64,442.3,382
08/14/2023,448.11,47867440,444.7,448.11,444.38,383
08/11/2023,445.65,68690900,443.97,446.7007,443.345,384
08/10/2023,445.91,93005500,448.19,451.7,444.7,385
08/09/2023,445.75,78789580,449.03,449.1999,444.96,386
08/08/2023,448.75,71361320,448.08,450.6952,445.2705,387
08/07/2023,450.71,58357460,448.71,450.865,447.99,388
08/04/2023,446.81,100128900,450.72,452.895,446.27,389
08/03/2023,448.84,64419690,448.04,450.79,447.37,390
08/02/2023,450.13,93933370,453.25,453.52,449.3499,391
08/01/2023,456.48,55502200,456.27,457.25,455.49,392
07/31/2023,457.79,62040450,457.41,458.16,456.045,393
07/28/2023,456.92,80011790,455.88,457.78,452.4918,394
07/27/2023,452.49,92194380,459.02,459.44,451.55,395
07/26/2023,455.51,71052890,454.47,456.99,453.38,396
07/25/2023,455.44,55191240,453.92,456.735,453.87,397
07/24/2023,454.2,54023380,453.37,455.04,452.298,398
07/21/2023,452.18,71275620,453.96,454.165,452.17,399
07/20/2023,452.18,70591640,454.17,455.1,451.44,400
07/19/2023,455.2,65891690,455.01,456.43,454.1119,401
07/18/2023,454.19,80744450,450.5,454.86,450.0484,402
07/17/2023,450.84,52680220,449.13,451.93,449.08,403
07/14/2023,449.28,69815820,450.475,451.36,448.49,404
07/13/2023,449.56,72425240,447.9,450.38,447.45,405
07/12/2023,446.02,91924530,446.39,447.4799,444.91,406
07/11/2023,442.46,64463750,440.45,442.97,439.44,407
07/10/2023,439.66,62443500,438.18,439.84,437.585,408
07/07/2023,438.55,86134180,438.63,442.64,438.3,409
07/06/2023,439.66,80658300,439.42,440.1,437.06,410
07/05/2023,443.13,58418430,441.91,443.889,441.9,411
07/03/2023,443.79,32793380,442.92,444.08,442.63,412
06/30/2023,443.28,104964000,441.44,444.3,441.11,413
06/29/2023,438.11,67882300,435.96,438.28,435.54,414
06/28/2023,436.39,75635980,435.05,437.44,434.41,415
06/27/2023,436.17,72813700,432.35,436.81,431.88,416
06/26/2023,431.44,72823560,432.62,434.61,431.19,417
06/23/2023,433.21,92074540,432.93,435.06,432.47,418
06/22/2023,436.51,70637180,433.95,436.62,433.6,419
06/21/2023,434.94,76982250,436.16,436.99,434.33,420
06/20/2023,437.18,76160360,437.45,438.37,435.03,421
06/16/2023,439.46,114165800,443.02,443.6078,438.97,422
06/15/2023,442.6,110303100,436.33,443.9,436.23,423
06/14/2023,437.18,100612100,437.01,439.0612,433.59,424
06/13/2023,436.66,95899700,435.32,437.33,434.63,425
06/12/2023,433.8,76256700,430.92,433.88,430.17,426
06/09/2023,429.9,85647270,429.96,431.99,428.87,427
06/08/2023,429.13,61952840,426.62,429.6,425.82,428
06/07/2023,426.55,85373280,428.44,429.62,426.11,429
06/06/2023,428.03,64022180,426.67,428.5772,425.99,430
06/05/2023,427.1,65460160,428.28,429.62,426.37,431
06/02/2023,427.92,91426170,424.5,428.74,423.95,432
06/01/2023,421.82,88865020,418.09,422.92,416.79,433
05/31/2023,417.85,110811800,418.28,419.22,416.22,434
05/30/2023,420.18,72215960,422.03,422.58,418.735,435
05/26/2023,420.02,93829980,415.33,420.77,415.25,436
05/25/2023,414.65,90961610,414.74,416.16,412.4101,437
05/24/2023,411.09,89213680,412.42,412.82,409.8795,438
05/23/2023,414.09,86383490,417.08,418.722,413.68,439
05/22/2023,418.79,60745400,418.64,420.39,417.35,440
05/19/2023,418.62,103793300,420.17,420.72,417.35,441
05/18/2023,419.23,97177200,414.9,419.67,414.67,442
05/17/2023,415.23,87286960,412.35,415.855,410.635,443
05/16/2023,410.25,57705500,411.86,412.815,410.24,444
05/15/2023,413.01,54289380,412.22,413.43,410.23,445
05/12/2023,411.59,70481550,413.42,413.64,409.07,446
05/11/2023,412.13,70157060,411.95,412.43,409.97,447
05/10/2023,412.85,96142920,413.88,414.535,408.87,448
05/09/2023,410.93,49220120,411.13,412.09,410.6894,449
05/08/2023,412.74,50046770,412.97,413.24,411.28,450
05/05/2023,412.63,87891790,408.91,413.72,408.64,451
05/04/2023,405.13,94901860,406.93,407.27,403.74,452
05/03/2023,408.02,91531770,411.36,413.87,407.77,453
05/02/2023,410.84,103998500,414.77,414.82,407.82,454
05/01/2023,415.51,62122250,415.47,417.62,415.265,455
04/28/2023,415.93,89433140,411.49,415.94,411.43,456
04/27/2023,412.41,92968370,407,412.69,406.74,457
04/26/2023,404.36,80447050,406.72,407.84,403.78,458
04/25/2023,406.08,97766720,410.58,411.16,406.02,459
04/24/2023,412.63,64332100,411.99,413.07,410.6,460
04/21/2023,412.2,73457420,412.19,412.68,410.17,461
04/20/2023,411.88,75840360,411.21,413.7,410.27,462
04/19/2023,414.14,55227330,412.22,415.08,412.16,463
04/18/2023,414.21,63560000,415.58,415.72,412.7802,464
04/17/2023,413.94,66436400,412.37,413.96,411.085,465
04/14/2023,412.46,78161500,412.81,415.09,410.06,466
04/13/2023,413.47,85814750,409.18,413.84,407.9922,467
04/12/2023,408.05,86420380,411.87,412.17,407.44,468
04/11/2023,409.72,59297950,410.26,411.18,408.92,469
04/10/2023,409.61,63681040,406.61,409.69,405.97,470
04/06/2023,409.19,63743350,406.77,409.48,405.678,471
04/05/2023,407.6,65200240,407.91,408.7,405.88,472
04/04/2023,408.67,66601530,411.62,411.92,407.24,473
04/03/2023,410.95,67391100,408.85,411.37,408.44,474
03/31/2023,409.39,112062600,404.66,409.7,404.55,475
03/30/2023,403.7,69840050,404.09,404.35,401.76,476
03/29/2023,401.35,77497880,399.925,401.6,398.68,477
03/28/2023,395.6,62871680,395.77,396.49,393.69,478
